dataset,model,device,chosen_nc_score,covratio,alpha,structuring_element,se_params,random_seed,coverage,stretch,cp_quantile
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2016,1.0,2.2612042848641454,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2016,1.0,2.268292766163276,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2017,0.96,1.703263810659256,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2017,1.0,1.8090261811319102,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2017,0.8666666666666667,2.138892003933544,11
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2017,1.0,2.1885700750304173,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2017,0.9066666666666666,2.206255833808895,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2017,0.9466666666666667,2.2189123202729486,15
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2018,0.9866666666666667,1.852313347846107,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2018,1.0,1.9408215272747091,6
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2018,1.0,2.2327587410011565,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2018,1.0,2.2729250807047237,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2018,0.9733333333333334,2.2729250807047237,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2018,1.0,2.2799081119283446,19
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2019,0.92,1.7296296780705245,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2019,1.0,1.8393424361458683,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2019,0.92,2.200606333333185,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2019,0.9866666666666667,2.2229441283455085,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2019,0.88,2.240901569977004,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2019,1.0,2.266893891031275,17
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2020,1.0,1.8323999541298577,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2020,1.0,1.9202936937494022,6
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2020,0.96,2.225975212524301,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2020,1.0,2.2648620408773166,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2020,0.96,2.2648620408773166,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2020,1.0,2.269863553860987,19
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2021,1.0,1.8632602633485904,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2021,1.0,1.8632602633485904,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2021,0.9866666666666667,2.2595095059934263,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2021,1.0,2.2781877359184084,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2021,0.9866666666666667,2.305608181146284,17
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2021,1.0,2.30759309654011,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2022,0.9866666666666667,1.7269904290549225,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2022,1.0,1.8370634222493913,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2022,0.9466666666666667,2.2096732659812024,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2022,0.9866666666666667,2.232830813462076,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2022,0.9466666666666667,2.2642081251135795,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2022,1.0,2.2779484934392773,17
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2023,0.92,1.7143154829661666,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2023,0.9866666666666667,1.8219313473907206,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2023,0.8666666666666667,2.1878931513403606,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2023,0.96,2.2104372396846763,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2023,0.8533333333333334,2.228173602348877,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2023,0.96,2.2490794664844866,16
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2024,1.0,1.806648301917785,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2024,1.0,1.891940894183026,6
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2024,1.0,2.211313134147173,14
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2024,1.0,2.2327882891971655,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2024,0.9866666666666667,2.2371705691574495,17
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2024,1.0,2.2399670231210043,19
