dataset,model,device,chosen_nc_score,covratio,alpha,structuring_element,se_params,random_seed,coverage,stretch,cp_quantile
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2020,0.924,1.2552033466969266,6
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2020,0.96,3.3115076548195885,46
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2020,0.904,1.695385027326634,16
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2020,0.904,2.4771500200342325,31
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2020,0.872,1.6876093000217325,16
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2020,0.996,7.331426006716252,105
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2021,0.896,1.2074173876703254,5
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2021,0.92,2.0495600350926253,23
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2021,0.928,2.0847574785195957,24
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2021,0.936,3.0458713315258574,42
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2021,0.888,1.7370025396080209,17
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2021,0.972,5.280822722604574,76
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2022,0.86,1.079686808193613,2
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2022,0.972,4.01438867419426,56
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2022,0.932,2.165712632576053,26
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2022,0.976,5.281443946169049,74
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2022,0.9,1.9387002727054075,21
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2022,0.968,4.844211233862731,70
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2023,0.932,1.300666990174443,7
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2023,0.96,3.3273450822834287,46
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2023,0.868,1.582807210943789,13
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2023,0.964,4.549474930081465,67
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2023,0.92,2.3948014554702803,29
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2023,0.928,3.353197526858644,44
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2024,0.904,1.2031370569001396,5
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2024,0.96,3.3462796619569284,46
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2024,0.864,1.4803577416745706,11
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2024,0.932,3.0397851968691665,40
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2024,0.888,1.7885095391263843,17
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2024,0.948,4.1464370565911794,59
